date,location_country,title_category,title_general,title_detail,salary_base,bonus_pct,bonus,years_of_experience,what_degrees_do_you_have,where_are_you_located,what_country_do_you_work_in,role_title_of_current_position,sheet_name,which_country_do_you_work_in,what_city_do_you_work_in,which_us_state_do_you_work_in,which_canadian_province_do_you_work_in,company_or_institution_name,which_of_the_following_best_describes_your_company,biotech_sub_industry,company_detail_approximate_company_size,provide_a_review_and_rate_your_company_institution_and_experience,work_life_balance_on_average_how_many_hours_do_you_work_per_week,title_2025,which_department_best_describes_your_role_if_you_cant_find_one_that_fits_your_specific_role_select_other_and_describe,briefly_describe_your_position_and_responsibilities,do_you_work_in_person_remote_or_hybrid,how_many_days_on_average_per_week_do_you_work_from_home,how_many_total_years_of_experience_in_post_docs_do_you_have_if_none_enter_0,list_other_relevant_and_recognized_certifications,yoe_2025,are_you_a_salaried_or_hourly_employee,if_you_are_an_hourly_employee_how_many_hours_per_week_do_you_work,overtime_pay_how_is_overtime_handled_on_a_per_hour_basis_1_5x_base_2x_base_etc,bonus_pct_2025,commission_if_you_are_compensated_with_commission_how_much_is_your_commission_please_indicate_if_answering_in_percentage_or_absolute_monetary_value,annual_equity_stock_option_please_enter_the_grant_market_value_of_your_long_term_incentive_use_the_annualized_amount_if_distributed_over_several_years_enter_0_if_none_or_not_applicable_do_not_include_equity_when_signing_on_or_one_time_equity_bonuses,most_recent_annual_yearly_raise_percent_companies_typically_do_yearly_raises_across_the_board_for_all_employees_this_is_not_to_be_confused_with_promotions_or_raises_that_were_requested,sign_on_bonus_value_this_is_a_one_time_bonus_you_may_have_received_when_signing_on_this_is_not_a_bonus_that_reoccurs,sign_on_stock_equity_options_briefly_describe_sign_on_stock_equity_options_that_is_available,sign_on_relocation_assistance_total_value_this_is_the_total_value_of_the_relocation_assistance_including_but_not_limited_to_tax_true_ups_company_may_have_paid_movers_expenses_shipping_of_vehicles_temporary_living_etc,retirement_benefits_free_text_briefly_describe_retirement_benefits_for_example_401k_match_percent_pension_etc,healthcare_benefits_free_text_describe_healthcare_benefits_costs_deductibles_outfamily_plan_insurance_provider_total_out_of_pocket_hsa_contributions_etc,highest_degree_2025,how_many_years_have_you_been_working_at_this_current_position,what_currency_will_you_be_answering_these_quesitons_in,survey_feedback,any_other_type_of_annual_bonus_please_describe_do_not_include_one_time_bonuses_spot_bonuses_signing_bonuses_referral_bonuses,how_much_of_your_bonus_did_you_receive_in_the_last_cycle_e_g_maybe_your_target_bonus_was_10_percent_but_you_actually_got_8_percent_this_year_so_here_you_would_write_8_percent,where_is_the_closest_major_city_or_hub,company_details_public_private_start_up_subsidiary_of,optional_briefly_describe_your_position,compensation_annual_base_salary_pay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equity_stock_option,compensation_most_recent_annual_yearly_raise_percent,compensation_sign_on_bonus_value,compensation_sign_on_stock_equity_options,compensation_retirement_benefits_free_text,compensation_healthcare_benefits_free_text,optional_sign_on_relocation_assistance_total_value,optional_company_review,optional_work_life_balance_on_average_how_many_hours_do_you_work_per_week,survey_feedback_2,highest_achieved_formal_education,compensation_annual_equity,compensation_stock_options,salary_total,experience_highest_degree,location_raw_data,location_granular
2024-01-02,United States Of America,NA,NA,NA,132000,0.15,19800,9,Bachelors or Equivalent,NA,United States,Manager,2024,NA,NA,NA,NA,Prefer not to say,NA,Industrial Biotech,200-1000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San diego,Public,Scientist equivalent level. Manage RA/SRA/AS. Process Development. Subject matter expert.,132000,N/A (no overtime/salaried),19800,25000,4,30000,NA,NA,NA,NA,NA,40-50,NA,NA,NA,NA,151800,Bachelors ,united states,San diego
2024-01-02,United States Of America,NA,NA,NA,180000,0.15,27000,5,PhD or Equivalent,NA,USA,Sr. Product Manager,2024,NA,NA,NA,NA,Prefer not to say,NA,Medical/Health Devices,200-1000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pacific NW,Start-up,Technical manager for FDA regulated software/analysis products used by healthcare systems,180000,N/A (no overtime/salaried),27000,"Stock options, non IPO",Have not been long enough to have an annual yearly raise,NA,NA,4% 401K match,"$3500 HSA, low cost healthcare premiums",NA,Love it! Meaningful work. Coworkers are smart and kind.,30-40,NA,NA,NA,NA,207000,PhD ,usa,Pacific NW
2024-01-02,Canada,Scientist,Scientist,,58000,0,0,1,Masters or Equivalent,Canada,NA,Scientist,2024,NA,NA,NA,NA,Prefer not to say,NA,Industrial Biotech,1-50,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start-up,NA,58000,N/A (no overtime/salaried),NA,Not Applicable/None,Company/Institution does not have annual yearly raise,NA,NA,NA,NA,NA,NA,40-50,NA,NA,NA,NA,58000,Masters ,canada,Canada
2024-01-02,United States Of America,NA,NA,NA,130000,0,0,8,"Bachelors or Equivalent, Masters or Equivalent",West Coast (California & Pacific Northwest),NA,Sr Automation Engineer,2024,NA,NA,NA,NA,Prefer not to say,NA,Contract Manufacturing Organization,1000-5000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Subsidiary,NA,130000,N/A (no overtime/salaried),NA,Not Applicable/None,Have not been long enough to have an annual yearly raise,NA,NA,401k match 8%,NA,NA,NA,NA,NA,NA,NA,NA,130000, Masters ,west coast (california & pacific northwest),West Coast (California & Pacific Northwest)
2024-01-02,France,NA,NA,NA,50000,0,0,1,PhD or Equivalent,France,NA,Medical Science Liaison,2024,NA,NA,NA,NA,Prefer not to say,NA,Big Pharmaceuticals,5000+,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,NA,50000,N/A (no overtime/salaried),NA,Not Applicable/None,2.5,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,50000,PhD ,france,France
2024-01-02,United States Of America,Research Associate,Senior Research Associate, ,94000,0,0,5,Bachelors or Equivalent,West Coast (California & Pacific Northwest),NA,Senior Research Associate,2024,NA,NA,NA,NA,Prefer not to say,NA,Agriculture,200-1000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start-up,NA,94000,N/A (no overtime/salaried),NA,Not Applicable/None,4,NA,NA,3% 401k Match,NA,NA,NA,36 - 40,NA,NA,NA,NA,94000,Bachelors ,west coast (california & pacific northwest),West Coast (California & Pacific Northwest)
2024-01-02,United States Of America,NA,NA,NA,142000,0,0,8,Bachelors or Equivalent,"Pharma Central (NY, NJ, PA)",NA,Sr. Site Manager,2024,NA,NA,NA,NA,Prefer not to say,NA,Contract Research Organization,5000+,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,CRA,142000,N/A (no overtime/salaried),NA,Not Applicable/None,4,NA,NA,4.5,NA,NA,NA,30 - 35,NA,NA,NA,NA,142000,Bachelors ,"pharma central (ny, nj, pa)","Pharma Central (NY, NJ, PA)"
2024-01-02,United Kingdom,Scientist,Principal Scientist, ,86000,0.1,8600,10,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",United Kingdom and Ireland,NA,Principal Scientist,2024,NA,NA,NA,NA,Prefer not to say,NA,Big Pharmaceuticals,5000+,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Lead development of analysis pipelines (software dev),86000,N/A (no overtime/salaried),8600,Not Applicable/None,4,0,0,2X match up to 5% (So you deposit 5% and get 15%),Good health insurance including for dependants,NA,Personal experience good but seems to be large amount of layoffs,36 - 40,NA,NA,NA,NA,94600, PhD ,united kingdom and ireland,United Kingdom and Ireland
2024-01-02,United States Of America,NA,NA,NA,75000,0,0,3,Bachelors or Equivalent,West Coast (California & Pacific Northwest),NA,Accountant,2024,NA,NA,NA,NA,Prefer not to say,NA,Industrial Biotech,50-200,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,NA,75000,N/A (no overtime/salaried),NA,Not Applicable/None,10%,0,0,401k match max ~4k,NA,NA,Mid,46 - 50,NA,NA,NA,NA,75000,Bachelors ,west coast (california & pacific northwest),West Coast (California & Pacific Northwest)
2024-01-02,Denmark,Scientist,Senior Scientist, ,114500,0.08,9160,4,PhD or Equivalent,denmark,NA,Senior Scientist,2024,NA,NA,NA,NA,novo nordisk,NA,Big Pharmaceuticals,5000+,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,NA,114500,N/A (no overtime/salaried),8,5000,Have not been long enough to have an annual yearly raise,NA,NA,10%,NA,NA,NA,36 - 40,NA,NA,NA,NA,123660,PhD ,denmark,denmark
2024-01-02,Germany,NA,NA,NA,140000,0.10714285714285714,15000,1,PhD or Equivalent,Germany,NA,Research Software Engineer,2024,NA,NA,NA,NA,Prefer not to say,NA,Software,1-50,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start-up,NA,140000,N/A (no overtime/salaried),15000,Not Applicable/None,Have not been long enough to have an annual yearly raise,0,35000,0,0,0,NA,41 - 45,NA,NA,NA,NA,155000,PhD ,germany,Germany
2024-01-02,United States Of America,NA,NA,NA,175000,0.15,26250,16,Bachelors or Equivalent,"Carolinas & Southeast (From NC to AR, South FL and LA)",NA,Sr Manager,2024,NA,NA,NA,NA,Genmab,NA,Big Pharmaceuticals,1000-5000,NA,NA,NA,NA,NA,NA,NA,NA,SAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,NA,175000,N/A (no overtime/salaried),26250,750,Have not been long enough to have an annual yearly raise,10000,20000,"50% 401k match up to 3% of base, vested immediately",100% of premiums paid by company for entire family,NA,NA,41 - 45,NA,NA,NA,NA,201250,Bachelors ,"carolinas & southeast (from nc to ar, south fl and la)","Carolinas & Southeast (From NC to AR, South FL and LA)"
2024-01-02,United States Of America,Director,Director,,230000,0,0,13,Bachelors or Equivalent,"Pharma Central (NY, NJ, PA)",NA,Director,2024,NA,NA,NA,NA,Prefer not to say,NA,Big Pharmaceuticals,50-200,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Director and head of functional area,230000,N/A (no overtime/salaried),NA,25%,5%,20000,"20k Options,  3 year cliff vest",6% 401k match,One regular and one high deduct. plan available. HSA also available,unk,"Company is in Cambridge, but fully remote in Tristate area. Company has good culture as we’re still under 100 people and been able to control hiring and expansion",41 - 45,NA,NA,NA,NA,230000,Bachelors ,"pharma central (ny, nj, pa)","Pharma Central (NY, NJ, PA)"
2024-01-02,United States Of America,Scientist,Scientist,Research  2,67000,0,0,5,Bachelors or Equivalent,"Pharma Central (NY, NJ, PA)",NA,Research Scientist 2,2024,NA,NA,NA,NA,Curia,NA,Contract Research Organization,1000-5000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,NA,67000,N/A (no overtime/salaried),NA,Not Applicable/None,Have not been long enough to have an annual yearly raise,NA,NA,401k with 5% match,NA,NA,I like it. Better than Cannabis,36 - 40,NA,NA,NA,NA,67000,Bachelors ,"pharma central (ny, nj, pa)","Pharma Central (NY, NJ, PA)"
2024-01-02,United States Of America,Scientist,Associate Scientist, ,120000,0.08333333333333333,10000,4,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent","New England (MA, CT, RI, NH, VT, ME)",NA,Associate Scientist,2024,NA,NA,NA,NA,Prefer not to say,NA,Industrial Biotech,50-200,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start-up,NA,120000,N/A (no overtime/salaried),10000,2000,3,NA,NA,401k 3% match with 6% contribution,90% plan coverage,NA,NA,36 - 40,NA,NA,NA,NA,130000, Bachelors ,"new england (ma, ct, ri, nh, vt, me)","New England (MA, CT, RI, NH, VT, ME)"
2024-01-02,United States Of America,Scientist,Scientist,,127500,0.15,19125,11,Bachelors or Equivalent,"New England (MA, CT, RI, NH, VT, ME)",NA,Scientist,2024,NA,NA,NA,NA,Sana Biotechnology,NA,Industrial Biotech,200-1000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,in vivo pharmacology,127500,N/A (no overtime/salaried),19125,4500,4,NA,NA,401k match,NA,NA,NA,36 - 40,NA,NA,NA,NA,146625,Bachelors ,"new england (ma, ct, ri, nh, vt, me)","New England (MA, CT, RI, NH, VT, ME)"
2024-01-02,United States Of America,Scientist,Principal Scientist, ,157000,0.2,31400,12,PhD or Equivalent,"DC Metro Area (DC, VA, MD, DE)",NA,Principal Scientist,2024,NA,NA,NA,NA,Prefer not to say,NA,Small Biotech,50-200,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,NA,157000,N/A (no overtime/salaried),31400,46420,6%,10000,20000,3%,Paid healthcare,10000,10/10,36 - 40,NA,NA,NA,NA,188400,PhD ,"dc metro area (dc, va, md, de)","DC Metro Area (DC, VA, MD, DE)"
2024-01-02,United States Of America,NA,NA,NA,135000,0.18518518518518517,25000,9,Bachelors or Equivalent,"DC Metro Area (DC, VA, MD, DE)",NA,Client Success Manager,2024,NA,NA,NA,NA,Prefer not to say,NA,Pharmacy,50-200,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start-up,Client Success Manager - Manage pharma accounts that use our Pharmacy Platform. No management (small company),135000,N/A (no overtime/salaried),25000,22000,Company/Institution does not have annual yearly raise,0,N/A,"401k (no match), Roth option in 401k","HSA option (no contribution); BlueCross BlueShield insurance - PPO, HMO, HDHP; FSA option",0,2.5/5 - High expectations with unclear role responsibilities; terrible management,36 - 40,NA,NA,NA,NA,160000,Bachelors ,"dc metro area (dc, va, md, de)","DC Metro Area (DC, VA, MD, DE)"
2024-01-02,United States Of America,Scientist,Senior Scientist,   Sci 1 ,105840,0,0,10,Masters or Equivalent,"DC Metro Area (DC, VA, MD, DE)",NA,Senior Scientist (Sci 1),2024,NA,NA,NA,NA,AZ,NA,Big Pharmaceuticals,5000+,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Sr Scientist Biologics Engineering Onc Cell Therapy R&D,105840,N/A (no overtime/salaried),NA,7.5% base salary RSUs vest every 3 yrs,Mar 2023 - ~5%,3000,NA,401k 6% 1:1 match,NA,NA,"Company has a lot of organizational bottlenecks. Department I am in is treated like a CRO. Gives you freedom to do what you want as long as it is what the TA (therapeutic area) wants. I've had many ideas/strategies shot down, only to magically reappear within the TA. Individuals are typically great to work with and flexible to issues that life throws at you. Lots of resources to learn, grow, and find opportunities. Absolutely ZERO assistance on how to use them. You have to do 100% of everything by yourself or it won't happen. The isolation can get rough. Follow-ups, check-ins, and such are rare or a joke.",46 - 50,NA,NA,NA,NA,105840,Masters ,"dc metro area (dc, va, md, de)","DC Metro Area (DC, VA, MD, DE)"
2024-01-02,United States Of America,NA,NA,NA,103000,0.125,12875,5,Bachelors or Equivalent,"New England (MA, CT, RI, NH, VT, ME)",NA,QA Senior Specialist,2024,NA,NA,NA,NA,Prefer not to say,NA,Big Pharmaceuticals,5000+,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,NA,103000,N/A (no overtime/salaried),12875,40000,3.5,33000,N/A,401k match,NA,NA,NA,36 - 40,NA,NA,NA,NA,115875,Bachelors ,"new england (ma, ct, ri, nh, vt, me)","New England (MA, CT, RI, NH, VT, ME)"
2024-01-02,United States Of America,Scientist,Scientist,Sr ,135000,0.2,27000,5,PhD or Equivalent,"DC Metro Area (DC, VA, MD, DE)",NA,Sr Scientist,2024,NA,NA,NA,NA,Prefer not to say,NA,Industrial Biotech,1000-5000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,NA,135000,N/A (no overtime/salaried),20,60000,5,10000,NA,NA,NA,NA,NA,41 - 45,NA,NA,NA,NA,162000,PhD ,"dc metro area (dc, va, md, de)","DC Metro Area (DC, VA, MD, DE)"
2024-01-02,United States Of America,Scientist,Associate Scientist,  II,80000,0.07,5600,3,Masters or Equivalent,"New England (MA, CT, RI, NH, VT, ME)",NA,Associate scientist II,2024,NA,NA,NA,NA,Prefer not to say,NA,Big Pharmaceuticals,200-1000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start-up,Associate scientist for gene therapy startup,80000,N/A (no overtime/salaried),5600,3600,Have not been long enough to have an annual yearly raise,NA,NA,50% match up to 3%,HRA or HSA,NA,NA,41 - 45,NA,NA,NA,NA,85600,Masters ,"new england (ma, ct, ri, nh, vt, me)","New England (MA, CT, RI, NH, VT, ME)"
2024-01-02,United States Of America,Director,Director,,180000,0,0,10,Masters or Equivalent,"DC Metro Area (DC, VA, MD, DE)",NA,Director,2024,NA,NA,NA,NA,Prefer not to say,NA,Big Pharmaceuticals,50-200,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start-up,NA,180000,N/A (no overtime/salaried),NA,Not Applicable/None,Company/Institution does not have annual yearly raise,NA,NA,5% 401k match,Healthcare premiums paid by the company,NA,NA,41 - 45,NA,NA,NA,NA,180000,Masters ,"dc metro area (dc, va, md, de)","DC Metro Area (DC, VA, MD, DE)"
2024-01-02,United States Of America,Scientist,Senior Scientist,  I,150000,0,0,6,PhD or Equivalent,"New England (MA, CT, RI, NH, VT, ME)",NA,Senior Scientist I,2024,NA,NA,NA,NA,Prefer not to say,NA,Industrial Biotech,200-1000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,"Sr. Scientist  - Platform technologies, support early stage gene editing programs through protein engineering and directed evolution",150000,N/A (no overtime/salaried),NA,1200 ISO/year  600 RSU/year,3.60%,20000,NA,50% 401K match up to 3% total salary,NA,NA,NA,36 - 40,NA,NA,NA,NA,150000,PhD ,"new england (ma, ct, ri, nh, vt, me)","New England (MA, CT, RI, NH, VT, ME)"
2024-01-02,Spain,NA,NA,NA,15000,0,0,4,Masters or Equivalent,Spain,NA,Research assistant,2024,NA,NA,NA,NA,Prefer not to say,NA,Academia/Research/Institution,5000+,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,NA,15000,N/A (no overtime/salaried),NA,Not Applicable/None,Company/Institution does not have annual yearly raise,NA,NA,It's paid by the employer in my country,NA,NA,NA,41 - 45,NA,NA,NA,NA,15000,Masters ,spain,Spain
2024-01-02,United Kingdom,Scientist,Senior Scientist,  ii,60000,0.12,7200,7,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",United Kingdom and Ireland,NA,Senior scientist ii,2024,NA,NA,NA,NA,Immunocore,NA,Industrial Biotech,200-1000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Sr scientist lead a research team of junior scientists and technicians,60000,N/A (no overtime/salaried),7200,12000,4%,2000,0,"Pension health insurance, life insurance, gym, critical illness cover, climbing wall membership",Uk based so bupa health insurance on top of NHS....as good as it gets,NA,NA,41 - 45,NA,NA,NA,NA,67200, PhD ,united kingdom and ireland,United Kingdom and Ireland
2024-01-02,United States Of America,Scientist,Senior Scientist, ,127000,0.14960629921259844,19000,4,PhD or Equivalent,"DC Metro Area (DC, VA, MD, DE)",NA,Senior Scientist,2024,NA,NA,NA,NA,AstraZeneca,NA,Big Pharmaceuticals,5000+,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,NA,127000,N/A (no overtime/salaried),19000,9000,Have not been long enough to have an annual yearly raise,NA,NA,401k 6% match (100%),NA,15000,NA,NA,NA,NA,NA,NA,146000,PhD ,"dc metro area (dc, va, md, de)","DC Metro Area (DC, VA, MD, DE)"
2024-01-02,United States Of America,Scientist,Senior Scientist, ,120000,0,0,13,Masters or Equivalent,"Midwest (From OH to KS, North to ND)",NA,Senior Scientist,2024,NA,NA,NA,NA,Pfizer,NA,Big Pharmaceuticals,5000+,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Senior Scientist | Analytical Lead,120000,N/A (no overtime/salaried),NA,Not Applicable/None,4,NA,NA,401K match,NA,NA,NA,NA,NA,NA,NA,NA,120000,Masters ,"midwest (from oh to ks, north to nd)","Midwest (From OH to KS, North to ND)"
2024-01-02,United States Of America,Director,Associate Director, ,225000,0.15,33750,10,PhD or Equivalent,West Coast (California & Pacific Northwest),NA,Associate Director,2024,NA,NA,NA,NA,Prefer not to say,NA,Medical/Health Devices,200-1000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Manage a team of bioinformatics scientists and engineers making pipeline for clinical diagnostic products,225000,N/A (no overtime/salaried),33750,Not Applicable/None,3,20000,NA,4% 401k match,HMO and PPO plans; Medical FSA; Dependent care FSA; HSA,NA,NA,NA,NA,NA,NA,NA,258750,PhD ,west coast (california & pacific northwest),West Coast (California & Pacific Northwest)
2024-01-02,United States Of America,Research Associate,Research Associate, ,75000,0,0,3,Bachelors or Equivalent,West Coast (California & Pacific Northwest),NA,Research Associate,2024,NA,NA,NA,NA,Prefer not to say,NA,Industrial Biotech,1-50,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,NA,75000,N/A (no overtime/salaried),NA,Not Applicable/None,Company/Institution does not have annual yearly raise,NA,NA,"No 401K match, dental, health, vision",NA,2000,NA,36 - 40,NA,NA,NA,NA,75000,Bachelors ,west coast (california & pacific northwest),West Coast (California & Pacific Northwest)
2024-01-02,Belgium,NA,NA,NA,35000,0,0,3,Masters or Equivalent,Belgium,NA,PhD candidate,2024,NA,NA,NA,NA,Prefer not to say,NA,Academia/Research/Institution,1000-5000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,NA,35000,N/A (no overtime/salaried),NA,Not Applicable/None,5%,NA,NA,None,NA,NA,NA,36 - 40,NA,NA,NA,NA,35000,Masters ,belgium,Belgium
2024-01-02,United States Of America,Scientist,Scientist, ll,145000,0.12413793103448276,18000,11,Masters or Equivalent,West Coast (California & Pacific Northwest),NA,Scientist ll,2024,NA,NA,NA,NA,Prefer not to say,NA,Cell therapy,1-50,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start-up,NA,145000,N/A (no overtime/salaried),18000,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000,NA,401k no match,NA,NA,NA,41 - 45,NA,NA,NA,NA,163000,Masters ,west coast (california & pacific northwest),West Coast (California & Pacific Northwest)
2024-01-02,United States Of America,Director,Executive Director, ,333000,0.35135135135135137,117000,18,PhD or Equivalent,"Pharma Central (NY, NJ, PA)",NA,Executive director,2024,NA,NA,NA,NA,Prefer not to say,NA,Big Pharmaceuticals,5000+,NA,NA,NA,NA,NA,NA,NA,NA,RAPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Product Development Team Leader - lead cross functional global development team towards approval and commercialization of a clinical-stage asset,333000,N/A (no overtime/salaried),117000,167000,3.2,75000,0,6% 401k match,NA,NA,NA,41 - 45,NA,NA,NA,NA,450000,PhD ,"pharma central (ny, nj, pa)","Pharma Central (NY, NJ, PA)"
2024-01-02,United States Of America,Scientist,Senior Scientist, ,141000,0,0,4,PhD or Equivalent,"New England (MA, CT, RI, NH, VT, ME)",NA,Senior Scientist,2024,NA,NA,NA,NA,Prefer not to say,NA,Biotech Equipment,1000-5000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Senior Scientist - develop analytical methods relevant for biologics characterization,141000,N/A (no overtime/salaried),NA,Not Applicable/None,Have not been long enough to have an annual yearly raise,10000,None,401K Match 6%,150 HSA,NA,Pretty chill and a lot of smart individuals. I am located in Boston,36 - 40,This is good to see how much people are making,NA,NA,NA,141000,PhD ,"new england (ma, ct, ri, nh, vt, me)","New England (MA, CT, RI, NH, VT, ME)"
2024-01-02,United States Of America,NA,NA,NA,100000,0.1,10000,5,Bachelors or Equivalent,"New England (MA, CT, RI, NH, VT, ME)",NA,Manufacturing Specialist II,2024,NA,NA,NA,NA,Prefer not to say,NA,Industrial Biotech,200-1000,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,"Own manufacturing deviations, CAPAs and Change Controls.",100000,2x,10000,9000,Have not been long enough to have an annual yearly raise,8000,NA,3% 401k match,NA,NA,NA,36 - 40,NA,NA,NA,NA,110000,Bachelors ,"new england (ma, ct, ri, nh, vt, me)","New England (MA, CT, RI, NH, VT, ME)"
